person,offer_id,time_received,time_viewed,time_transaction,time_completed,amount_with_offer,label_effective_offer
3535.0,6,24.0,25.5,,,0.0,0
3538.0,8,0.0,0.25,,,0.0,0
3538.0,8,7.0,9.25,",7.75,10.0",10.0,13.69,1
3538.0,3,14.0,,",19.0",,3.86,0
3538.0,0,17.0,18.5,",19.0",,3.86,0
3538.0,2,24.0,25.25,-1,,0.0,0
3539.0,9,0.0,1.0,,,0.0,0
3539.0,9,17.0,18.0,,,0.0,0
3539.0,8,7.0,7.0,,,0.0,0
3539.0,3,14.0,14.5,,,0.0,0
3539.0,5,21.0,21.0,,,0.0,0
3539.0,7,24.0,25.5,-1,,0.0,0
3543.0,5,0.0,0.25,",3.0",3.0,14.32,1
3543.0,5,17.0,17.0,",17.25",17.25,7.5600000000000005,1
3543.0,7,14.0,15.5,-1,,0.0,0
3543.0,8,21.0,21.0,",21.75",21.75,23.67,1
3543.0,2,24.0,24.25,24.5,24.5,12.89,1
3546.0,9,0.0,0.0,",0.25",0.25,14.6,1
3546.0,0,14.0,14.0,",14.5",14.5,12.14,1
3546.0,4,17.0,20.75,",17.75",17.75,22.78,1
3546.0,8,21.0,23.25,",21.0",21.0,12.11,1
3546.0,3,24.0,24.0,",24.75",24.75,15.43,1
3547.0,0,0.0,2.25,",2.5",2.5,16.14,1
3547.0,4,7.0,7.25,",9.25",9.25,23.97,1
3547.0,4,17.0,21.5,",17.5",17.5,35.97,1
3547.0,6,14.0,14.25,",14.0",14.0,29.54,1
3547.0,1,24.0,24.25,",25.5",25.5,13.63,1
3548.0,9,0.0,0.0,",5.0",5.0,17.65,1
3548.0,8,7.0,7.0,",8.75",8.75,17.63,1
3548.0,7,14.0,14.0,15.5,15.5,21.65,1
3548.0,6,17.0,17.25,",17.25,24.25",24.25,26.33,1
3548.0,0,24.0,24.5,",24.25",24.25,20.29,1
5831.0,2,0.0,3.75,1.0,1.0,4.88,1
5831.0,2,7.0,,8.25,8.25,1.05,1
5831.0,2,21.0,,23.25,23.25,0.63,1
5831.0,0,14.0,15.25,",15.0,15.75,17.25,18.0,19.5,19.75",,14.379999999999999,0
5831.0,0,24.0,26.5,",27.75,28.0,28.25",28.25,98.22000000000001,1
5831.0,4,17.0,,",17.25,18.0,19.5,19.75,23.25",,10.98,0
3551.0,8,0.0,3.75,",5.0",,2.09,0
3551.0,5,14.0,16.25,",18.75,20.25",20.25,8.14,1
3551.0,4,21.0,,,,0.0,0
3552.0,5,0.0,0.5,",1.75",1.75,15.13,1
3552.0,4,7.0,,",8.75",8.75,31.81,1
3552.0,4,17.0,,",18.0,24.5,25.25,25.5,26.75",,75.12,0
3552.0,4,21.0,,",24.5",24.5,14.22,1
3552.0,1,14.0,14.0,",14.0",14.0,10.17,1
3552.0,0,24.0,24.25,",24.5",24.5,14.22,1
3553.0,7,0.0,0.0,2.0,2.0,18.04,1
3553.0,7,24.0,24.0,25.75,25.75,20.39,1
3553.0,0,17.0,17.0,",17.25",17.25,17.2,1
3554.0,8,0.0,0.0,",1.5",1.5,5.14,1
3554.0,8,24.0,26.25,",26.5,29.0",,5.03,0
3554.0,1,14.0,15.25,",17.0,18.5",,4.26,0
3554.0,0,17.0,17.0,",17.0,18.5,21.0,22.5,22.75",,10.5,0
3554.0,9,21.0,,",21.0,22.5,22.75,26.5",,9.47,0
3555.0,3,0.0,3.25,,,0.0,0
3555.0,3,7.0,7.25,",8.75",8.75,7.98,1
3555.0,9,17.0,17.75,",18.75",18.75,10.01,1
3555.0,6,24.0,26.75,",25.25",25.25,13.1,1
3557.0,7,0.0,1.25,-1,,0.0,0
3557.0,4,7.0,,",12.25",12.25,36.89,1
3557.0,9,14.0,,",17.5",17.5,28.4,1
3557.0,1,17.0,17.25,",17.5",17.5,28.4,1
3557.0,1,24.0,24.25,",25.5",25.5,38.14,1
3557.0,5,21.0,21.25,",21.75",21.75,22.02,1
3559.0,7,0.0,2.0,2.25,2.25,25.56,1
3559.0,4,7.0,,",15.75",15.75,29.33,1
3559.0,4,17.0,19.5,",17.0",17.0,25.52,1
3559.0,6,14.0,15.25,",15.75",15.75,29.33,1
3559.0,9,21.0,,",22.5",22.5,29.58,1
3559.0,2,24.0,,24.75,24.75,23.29,1
3560.0,6,0.0,1.25,",6.75",,9.5,0
3560.0,9,7.0,7.25,",11.75",11.75,13.28,1
3560.0,1,14.0,14.0,",14.5",14.5,20.54,1
3560.0,7,17.0,17.0,19.75,19.75,7.79,1
3561.0,3,0.0,,",1.75,2.0,3.0",3.0,10.19,1
3561.0,3,17.0,,",18.5,22.75",,5.29,0
3561.0,5,7.0,7.5,",9.75,10.5",10.5,126.32,1
3561.0,4,14.0,,",15.25,18.5,22.75",,6.86,0
3561.0,1,24.0,24.5,",24.75,25.0,26.0,26.5,27.5,27.75",,25.15,0
14008.0,6,0.0,1.5,,,0.0,0
14008.0,7,7.0,13.5,-1,,0.0,0
14008.0,8,17.0,17.25,,,0.0,0
14008.0,2,21.0,22.75,-1,,0.0,0
14008.0,1,24.0,24.0,,,0.0,0
3565.0,7,0.0,0.0,-1,,0.0,0
3565.0,2,7.0,7.0,-1,,0.0,0
3565.0,9,17.0,18.5,,,0.0,0
3565.0,4,21.0,22.5,,,0.0,0
3566.0,5,0.0,0.75,",5.75",5.75,12.5,1
3566.0,6,21.0,22.0,",22.5",22.5,27.42,1
3566.0,6,24.0,26.25,",27.75",27.75,13.55,1
3569.0,1,0.0,0.25,",2.5",2.5,39.08,1
3569.0,6,7.0,7.75,",11.0",11.0,18.41,1
3569.0,6,21.0,22.0,",25.0",25.0,45.44,1
3569.0,4,14.0,,",16.75",16.75,27.74,1
3569.0,4,24.0,,",25.0",25.0,45.44,1
3569.0,5,17.0,18.5,,,0.0,0
3570.0,8,0.0,0.0,,,0.0,0
3570.0,8,14.0,14.0,",14.25",14.25,15.95,1
3570.0,6,7.0,7.75,",7.75",7.75,10.69,1
3570.0,3,17.0,17.5,",18.5",18.5,18.38,1
3570.0,5,24.0,24.25,",24.0",24.0,29.78,1
3572.0,1,0.0,3.5,",3.5",,1.26,0
3572.0,7,7.0,7.0,8.25,8.25,1.01,1
3572.0,7,14.0,14.5,15.0,15.0,2.0,1
3572.0,6,21.0,21.5,",23.5,26.5",,9.77,0
3573.0,4,0.0,,",1.75,4.0,7.0",,17.21,0
3573.0,8,7.0,7.25,",7.0",7.0,14.66,1
3573.0,8,24.0,24.0,",24.0,25.25,28.75",,4.88,0
3573.0,0,14.0,14.25,",14.25,15.0,15.75,19.75,20.75",,16.27,0
3573.0,2,21.0,,24.0,24.0,1.88,1
4609.0,2,0.0,,-1,,0.0,0
4609.0,3,7.0,13.5,",14.0",,4.04,0
4609.0,3,24.0,,",25.5,27.25,27.5",,8.64,0
4609.0,6,14.0,14.75,",14.0,14.5,15.0",15.0,10.42,1
4609.0,5,17.0,17.0,",17.5",17.5,9.2,1
4609.0,0,21.0,22.25,",22.0,23.0,23.5,25.5,27.25,27.5",,17.94,0
3580.0,4,0.0,,",4.0",,3.65,0
3580.0,8,7.0,7.0,",10.75",,4.01,0
3580.0,3,14.0,,",17.25",,0.84,0
3580.0,7,17.0,17.25,17.25,17.25,0.84,1
3582.0,6,0.0,1.25,",2.0",2.0,38.68,1
3582.0,7,7.0,8.0,-1,,0.0,0
3582.0,5,14.0,14.0,",15.75",15.75,28.45,1
3582.0,3,17.0,18.25,",20.75",20.75,27.54,1
3582.0,2,24.0,24.5,24.5,24.5,19.34,1
3583.0,0,0.0,0.75,",0.5",0.5,22.62,1
3583.0,0,24.0,25.75,",24.75",24.75,23.58,1
3583.0,3,7.0,8.25,",8.5",8.5,23.3,1
3583.0,4,14.0,,",19.75,22.0",22.0,37.2,1
3583.0,2,17.0,,19.75,19.75,14.84,1
3583.0,6,21.0,21.75,",22.0",22.0,22.36,1
3585.0,6,0.0,0.0,",3.0",3.0,20.94,1
3585.0,3,7.0,,,,0.0,0
3585.0,3,21.0,,",23.75",23.75,28.8,1
3585.0,4,14.0,,",14.75",14.75,33.85,1
3585.0,5,17.0,19.75,",18.75",18.75,26.39,1
3585.0,8,24.0,29.5,",28.5",28.5,13.41,1
3586.0,3,0.0,1.25,",2.25",2.25,22.57,1
3586.0,2,14.0,14.25,16.75,16.75,22.62,1
3586.0,8,17.0,17.5,",17.0",17.0,39.69,1
3586.0,9,21.0,21.75,",21.25",21.25,19.08,1
3586.0,0,24.0,25.5,",27.75",27.75,21.51,1
5453.0,0,0.0,1.5,",1.5,2.0",2.0,24.12,1
5453.0,3,7.0,,",10.75",10.75,10.6,1
5453.0,5,14.0,14.25,",14.25",14.25,20.36,1
5453.0,1,17.0,17.25,",17.25",17.25,11.16,1
5453.0,1,24.0,24.5,",24.75",24.75,10.24,1
3588.0,1,0.0,0.0,,,0.0,0
3588.0,4,7.0,7.25,",13.0",13.0,23.05,1
3588.0,4,17.0,17.75,",19.0",,10.26,0
3588.0,9,14.0,15.5,",19.0",19.0,10.26,1
3588.0,9,21.0,21.25,,,0.0,0
3588.0,9,24.0,25.25,,,0.0,0
3589.0,1,0.0,0.0,",2.0",2.0,20.72,1
3589.0,9,7.0,7.0,",9.25",9.25,15.49,1
3589.0,6,17.0,18.0,",18.0",18.0,16.51,1
3589.0,6,24.0,24.25,",28.25",28.25,28.21,1
3589.0,3,21.0,21.0,",22.75",22.75,24.34,1
3590.0,4,0.0,0.25,,,0.0,0
3590.0,4,24.0,27.5,",25.0",25.0,24.28,1
3590.0,7,14.0,15.75,-1,,0.0,0
3590.0,0,17.0,,",20.75",20.75,14.75,1
3591.0,9,0.0,1.25,",1.75,2.0",2.0,17.19,1
3591.0,9,17.0,18.75,",17.25,19.25",19.25,14.129999999999999,1
3591.0,1,7.0,7.0,",7.25,7.75",7.75,21.98,1
3591.0,3,14.0,,",17.25",17.25,9.16,1
3591.0,5,21.0,21.25,",21.75",21.75,14.05,1
3592.0,4,0.0,,",4.0,5.75,7.0",,12.83,0
3592.0,5,7.0,9.75,",7.0,10.25",10.25,7.91,1
3592.0,9,14.0,14.75,",14.75,15.25,16.0,16.75",,5.59,0
3593.0,0,0.0,0.25,",0.25",0.25,22.76,1
3593.0,7,14.0,14.25,15.0,15.0,8.45,1
3593.0,6,17.0,19.0,",21.75",,6.77,0
3593.0,8,21.0,21.75,",21.75",21.75,6.77,1
6626.0,7,0.0,5.0,1.75,1.75,26.08,1
6626.0,8,14.0,14.5,",15.75",15.75,22.39,1
6626.0,2,17.0,17.0,-1,,0.0,0
6626.0,1,21.0,21.5,",26.0",,6.85,0
6626.0,1,24.0,24.5,",26.0,28.25",28.25,17.84,1
3595.0,0,0.0,1.25,",0.75",0.75,14.69,1
3595.0,4,7.0,8.0,",9.0",9.0,27.44,1
3595.0,9,17.0,17.0,",17.25",17.25,24.83,1
3595.0,6,21.0,21.0,",24.0",24.0,29.17,1
3595.0,1,24.0,24.25,",24.0",24.0,29.17,1
3596.0,8,0.0,2.75,",0.25,4.5,4.75",,6.82,0
3596.0,9,7.0,8.0,",8.25,9.25,9.75,12.5",12.5,15.780000000000001,1
3596.0,9,17.0,18.25,",18.75,19.0,21.5,21.75,23.75",,7.4799999999999995,0
3596.0,6,24.0,25.5,",28.25,29.0,29.75",,8.15,0
3598.0,4,0.0,,",0.0,3.25,4.25,5.0,8.5,9.0,9.75",,16.08,0
3598.0,4,17.0,20.25,",19.75,22.0,22.5,23.25,25.5,26.25",26.25,21.31,1
3598.0,5,7.0,8.5,",8.5,9.0,9.75,10.25",10.25,9.870000000000001,1
3598.0,0,21.0,21.5,",22.0,22.5,23.25,25.5,26.25,27.0",,20.129999999999995,0
3598.0,7,24.0,24.0,25.5,25.5,0.24,1
3495.0,0,0.0,1.5,",2.75",2.75,31.01,1
3495.0,6,7.0,12.0,",15.5",15.5,45.38,1
3495.0,6,21.0,21.5,",24.5",24.5,28.03,1
3495.0,8,14.0,15.5,",15.5",15.5,45.38,1
3495.0,9,17.0,,,,0.0,0
3495.0,3,24.0,,",24.5",24.5,28.03,1
3601.0,6,0.0,1.25,",7.75",7.75,14.72,1
3601.0,2,7.0,18.5,7.75,7.75,14.72,1
3601.0,9,21.0,22.0,",22.5",22.5,15.85,1
3601.0,1,24.0,25.0,",26.25",26.25,16.38,1
3602.0,4,0.0,,,,0.0,0
3602.0,0,7.0,7.0,",11.5",11.5,17.5,1
3602.0,0,14.0,15.0,",16.0",16.0,18.96,1
3602.0,0,21.0,21.75,",22.0",22.0,16.9,1
3606.0,6,0.0,0.5,",1.0,1.25,2.5",2.5,11.190000000000001,1
3606.0,8,7.0,10.0,",8.0,8.5,8.75,9.5",,8.37,0
3606.0,1,14.0,14.75,",15.5,18.25",,10.27,0
3606.0,1,24.0,24.0,",24.0,24.75,25.5",,4.12,0
3606.0,9,21.0,22.75,",24.0,24.75,25.5",,4.12,0
3607.0,7,0.0,4.5,-1,,0.0,0
3607.0,8,17.0,17.0,",19.25",19.25,30.79,1
3607.0,5,21.0,21.25,",22.25",22.25,18.93,1
3608.0,4,0.0,,,,0.0,0
3608.0,4,17.0,,",17.5",,18.49,0
3608.0,9,14.0,,",17.5",17.5,18.49,1
3609.0,9,0.0,5.5,",0.25",0.25,20.23,1
3609.0,7,7.0,7.0,7.75,7.75,10.83,1
3609.0,0,21.0,,",22.25",22.25,20.05,1
3609.0,6,24.0,24.0,",26.25",26.25,17.03,1
3610.0,8,0.0,1.0,",2.25",2.25,7.05,1
3610.0,9,7.0,,",8.25,11.0",11.0,25.759999999999998,1
3610.0,0,17.0,18.25,",19.75,20.5",20.5,18.24,1
3612.0,2,0.0,,-1,,0.0,0
3612.0,2,24.0,,-1,,0.0,0
3612.0,3,7.0,,,,0.0,0
3612.0,0,14.0,,,,0.0,0
3612.0,7,17.0,17.0,-1,,0.0,0
3613.0,1,0.0,2.25,,,0.0,0
3613.0,9,7.0,,",7.25,13.0",,9.870000000000001,0
3613.0,9,14.0,,,,0.0,0
3613.0,8,17.0,19.5,,,0.0,0
3613.0,2,21.0,,-1,,0.0,0
3613.0,3,24.0,,,,0.0,0
3614.0,2,0.0,0.5,-1,,0.0,0
3614.0,9,7.0,8.25,",10.75",10.75,16.8,1
3614.0,3,17.0,19.25,",23.5",23.5,9.52,1
3614.0,4,21.0,23.5,",23.5,27.75",27.75,21.09,1
3614.0,1,24.0,24.5,",27.75",27.75,11.57,1
3616.0,3,0.0,,",3.0",3.0,6.18,1
3616.0,4,7.0,,,,0.0,0
3616.0,6,14.0,16.0,",18.0,20.0",20.0,21.73,1
3616.0,6,21.0,23.5,",22.25",22.25,15.03,1
3616.0,5,17.0,18.75,",18.0,20.0",20.0,21.73,1
3616.0,0,24.0,24.0,",25.0",,6.55,0
4899.0,4,0.0,,",0.25,8.25,8.75",,10.26,0
4899.0,4,7.0,,",8.25,8.75,11.0,16.25",16.25,23.060000000000002,1
4899.0,8,14.0,15.25,",16.25",16.25,11.13,1
4899.0,2,17.0,,18.0,18.0,9.32,1
4899.0,1,21.0,22.0,",22.75,24.0,25.75,26.0",,11.46,0
4899.0,1,24.0,24.0,",24.0,25.75,26.0,26.25,27.75,28.75,29.0",,26.04,0
5610.0,9,0.0,,",2.75",,2.79,0
5610.0,9,21.0,,",25.75,27.25",,6.8999999999999995,0
5610.0,4,7.0,,",7.25",,1.85,0
5610.0,2,17.0,,19.0,19.0,1.28,1
5610.0,6,24.0,24.25,",25.75,27.25,28.5",,8.95,0
3620.0,3,0.0,0.0,",2.0",2.0,17.48,1
3620.0,7,7.0,7.5,-1,,0.0,0
3620.0,7,24.0,25.25,-1,,0.0,0
3620.0,1,14.0,14.5,",16.25",16.25,22.85,1
3620.0,2,21.0,,-1,,0.0,0
3623.0,8,0.0,0.25,,,0.0,0
3623.0,8,17.0,17.5,",18.75",18.75,5.68,1
3623.0,8,24.0,24.0,",28.75",28.75,11.71,1
3623.0,6,7.0,7.0,",7.0,8.5",8.5,32.57,1
3623.0,2,14.0,14.25,14.0,14.0,6.02,1
3623.0,1,21.0,21.25,",21.5",21.5,12.55,1
3625.0,3,0.0,,",1.25",1.25,5.51,1
3625.0,2,7.0,8.5,9.5,9.5,14.5,1
3625.0,2,14.0,15.0,14.5,14.5,13.46,1
3625.0,9,17.0,17.5,",19.0,21.5",21.5,12.540000000000001,1
3625.0,8,21.0,21.5,",21.5",21.5,9.31,1
10128.0,7,0.0,1.5,2.75,2.75,0.44,1
10128.0,6,7.0,12.5,",8.5,13.5,13.75,15.0,16.0",16.0,10.51,1
10128.0,6,17.0,17.5,",18.0,18.75,19.5,20.0,21.0",21.0,13.44,1
10128.0,2,14.0,15.5,15.0,15.0,2.19,1
10128.0,4,21.0,,",21.0,21.75,24.5,25.75,28.75,29.0",29.0,20.95,1
3631.0,1,0.0,1.5,",1.75,2.0",2.0,16.43,1
3631.0,5,7.0,8.75,",8.25",8.25,7.8100000000000005,1
3631.0,4,21.0,,",22.0,24.0",24.0,22.979999999999997,1
3631.0,8,24.0,24.0,",24.0",24.0,16.06,1
3634.0,9,0.0,,,,0.0,0
3634.0,4,14.0,,",20.5,22.25",,6.51,0
3634.0,1,17.0,17.5,",20.5",,0.37,0
3634.0,8,24.0,26.75,",28.0",,0.88,0
3635.0,3,0.0,,,,0.0,0
3635.0,3,17.0,,,,0.0,0
3635.0,6,7.0,7.5,",10.75",10.75,22.45,1
3635.0,1,14.0,,",15.25",15.25,31.8,1
3635.0,0,21.0,21.25,,,0.0,0
3636.0,1,0.0,,",3.25",,9.74,0
3636.0,9,7.0,10.0,",10.25,11.5",11.5,24.18,1
3636.0,5,14.0,14.25,",14.25",14.25,15.93,1
3636.0,0,21.0,21.75,",21.0",21.0,20.26,1
5037.0,3,0.0,0.5,",0.5,1.0,1.25",1.25,7.0,1
5037.0,3,24.0,25.25,",25.0,26.0,26.5,27.0,27.25",,9.01,0
5037.0,9,7.0,,",9.0,11.25",,5.7,0
5037.0,0,14.0,,",15.0,18.25,18.75,20.0",,8.31,0
5037.0,8,17.0,17.25,",18.25,18.75,20.0",,7.890000000000001,0
5037.0,5,21.0,21.75,",22.75,23.25,25.0",25.0,8.18,1
3640.0,1,0.0,0.5,",3.75",3.75,18.88,1
3640.0,0,7.0,7.25,",9.0",9.0,20.04,1
3640.0,3,17.0,19.75,,,0.0,0
3640.0,8,21.0,21.5,,,0.0,0
3640.0,5,24.0,28.25,",28.75",28.75,10.2,1
3641.0,0,0.0,0.5,",0.75,1.25,2.75,4.0,5.0,6.75",,20.54,0
3641.0,8,7.0,9.5,,,0.0,0
3641.0,4,14.0,,",19.25,21.75,24.0",,8.83,0
3641.0,2,17.0,,19.25,19.25,3.8200000000000003,1
3641.0,5,21.0,21.0,",21.75,24.0,25.0,25.5",25.5,9.79,1
3641.0,1,24.0,24.0,",24.0,25.0,25.5,25.75,26.75,28.25",,20.26,0
13935.0,9,0.0,0.25,,,0.0,0
13935.0,5,7.0,8.0,,,0.0,0
13935.0,5,24.0,24.75,,,0.0,0
13935.0,6,14.0,14.5,",23.0",,4.42,0
13935.0,3,21.0,21.0,",23.0",,4.42,0
10083.0,5,0.0,1.75,",4.25",4.25,18.28,1
10083.0,5,7.0,7.5,",8.75",8.75,12.88,1
10083.0,9,14.0,,",19.75",19.75,20.56,1
10083.0,1,17.0,,",19.75",19.75,20.56,1
10083.0,4,21.0,,,,0.0,0
10083.0,8,24.0,27.0,,,0.0,0
3647.0,8,0.0,2.0,,,0.0,0
3647.0,4,7.0,,,,0.0,0
3647.0,4,14.0,14.0,,,0.0,0
3647.0,0,17.0,,,,0.0,0
3647.0,2,21.0,,-1,,0.0,0
3647.0,5,24.0,24.25,,,0.0,0
3648.0,0,0.0,0.5,",0.75",0.75,12.36,1
3648.0,9,7.0,,",9.5",9.5,16.26,1
3648.0,7,21.0,,23.5,23.5,13.96,1
3648.0,8,24.0,24.25,",24.75",24.75,14.5,1
3649.0,6,0.0,1.0,",4.5,4.75,8.5",8.5,10.75,1
3649.0,6,17.0,18.75,",26.0",,3.47,0
3649.0,2,7.0,11.0,8.5,8.5,3.95,1
3649.0,2,21.0,,-1,,0.0,0
3649.0,8,14.0,14.25,",15.0",15.0,5.5600000000000005,1
3649.0,9,24.0,,",26.0",,3.47,0
3650.0,9,0.0,,",2.25",,6.11,0
3650.0,4,14.0,,",19.75",,2.8,0
3650.0,1,24.0,24.0,",26.25,28.25",,4.7,0
3653.0,9,0.0,2.75,",2.75,3.5,5.75",5.75,14.52,1
3653.0,6,7.0,9.0,",9.0,9.5,11.0,12.0",12.0,12.52,1
3653.0,0,14.0,,",14.25,14.5,15.0,16.75,20.5",,11.01,0
3653.0,0,21.0,22.25,",24.5,26.75",,11.32,0
3653.0,5,17.0,,",20.5",,2.24,0
3653.0,7,24.0,24.25,24.5,24.5,8.7,1
3654.0,4,0.0,,",0.25,8.75",8.75,36.9,1
3654.0,3,7.0,10.5,",8.75",8.75,21.64,1
3654.0,5,14.0,,",14.25",14.25,15.63,1
3654.0,8,17.0,17.5,",17.75",17.75,9.36,1
3654.0,1,21.0,21.25,",23.25",23.25,15.38,1
3654.0,1,24.0,24.25,",24.75",24.75,15.12,1
4903.0,2,0.0,,-1,,0.0,0
4903.0,2,14.0,,-1,,0.0,0
4903.0,5,17.0,19.25,",23.0",,2.39,0
4903.0,5,21.0,21.0,",23.0",,2.39,0
4903.0,1,24.0,28.25,,,0.0,0
3657.0,8,0.0,0.5,",2.25",2.25,24.66,1
3657.0,1,14.0,14.75,",16.5",16.5,16.37,1
3657.0,4,17.0,17.0,",17.25,18.25",18.25,52.650000000000006,1
3657.0,0,21.0,24.5,",23.25",23.25,16.35,1
3658.0,1,0.0,8.25,",0.75,1.0",,5.17,0
3658.0,1,14.0,14.5,",15.0,15.5",15.5,15.84,1
3658.0,1,17.0,17.0,",18.25,18.5,19.0,20.0,21.0,21.25",,7.8500000000000005,0
3658.0,3,24.0,,,,0.0,0
3661.0,5,0.0,0.25,",1.0",1.0,16.77,1
3661.0,5,24.0,24.0,",24.25",24.25,13.85,1
3661.0,0,7.0,10.5,",10.5",,7.11,0
3661.0,7,14.0,15.0,-1,,0.0,0
3661.0,7,21.0,21.0,-1,,0.0,0
3661.0,1,17.0,17.0,",17.5",,3.03,0
3662.0,2,0.0,4.25,1.75,1.75,10.66,1
3662.0,9,7.0,,",9.0",9.0,11.97,1
3662.0,7,17.0,17.0,17.0,17.0,14.17,1
3662.0,0,21.0,22.0,",22.25,22.75",22.75,20.1,1
3662.0,5,24.0,25.5,",25.75",25.75,9.79,1
3663.0,3,0.0,0.25,",0.25",0.25,15.32,1
3663.0,8,7.0,7.0,",9.25",9.25,17.84,1
3663.0,0,21.0,22.25,",25.5,25.75,27.25",,35.64,0
3663.0,0,24.0,25.0,",25.5",25.5,10.74,1
3664.0,1,0.0,2.0,,,0.0,0
3664.0,1,7.0,7.5,",8.5",8.5,17.08,1
3664.0,9,14.0,16.5,",20.25",20.25,18.26,1
3664.0,0,17.0,19.75,",20.25",20.25,18.26,1
3664.0,3,24.0,28.75,,,0.0,0
5422.0,0,0.0,2.75,",1.75,6.0",,6.91,0
5422.0,9,7.0,,,,0.0,0
5422.0,9,14.0,,",15.75",,4.78,0
5422.0,9,17.0,,",23.0",,1.8399999999999999,0
5422.0,1,21.0,23.0,",23.0,25.75",,6.84,0
3667.0,4,0.0,,",6.75",,6.38,0
3667.0,1,7.0,7.25,,,0.0,0
3667.0,6,14.0,16.5,",16.75,17.75",17.75,11.09,1
3667.0,3,17.0,,",17.75",17.75,6.06,1
3667.0,3,21.0,,,,0.0,0
3667.0,0,24.0,29.25,,,0.0,0
3668.0,9,0.0,,,,0.0,0
3668.0,0,7.0,7.5,",8.5,9.0,10.75,11.25,11.75,13.0,13.25",,23.82,0
3668.0,0,21.0,,",23.75,24.25,25.0,25.25,25.5,27.0",,26.909999999999997,0
3668.0,1,14.0,15.75,",17.75,18.5,18.75",,5.720000000000001,0
3668.0,1,17.0,18.5,",17.75,18.5,18.75,20.25",,10.52,0
3668.0,7,24.0,24.25,24.25,24.25,8.53,1
6409.0,4,0.0,5.75,,,0.0,0
6409.0,6,7.0,8.25,,,0.0,0
6409.0,1,14.0,14.0,,,0.0,0
6409.0,8,17.0,18.0,,,0.0,0
6409.0,0,21.0,,",22.75",22.75,16.11,1
6409.0,9,24.0,24.75,,,0.0,0
3671.0,7,0.0,1.75,-1,,0.0,0
3671.0,5,7.0,7.75,",9.25",9.25,15.14,1
3671.0,2,14.0,14.0,16.25,16.25,15.01,1
3671.0,9,17.0,18.0,",20.0,20.75",20.75,17.54,1
3671.0,6,24.0,25.5,,,0.0,0
3672.0,6,0.0,1.25,",2.25,2.5",2.5,19.35,1
3672.0,6,14.0,14.0,",14.0",14.0,12.16,1
3672.0,2,7.0,,7.75,7.75,8.88,1
3672.0,5,17.0,17.0,",18.25,21.75",21.75,15.110000000000001,1
3672.0,5,24.0,24.25,",24.0",24.0,11.11,1
3673.0,8,0.0,0.0,",4.5",4.5,32.74,1
3673.0,3,7.0,8.75,",11.5",11.5,23.17,1
3673.0,7,14.0,17.75,-1,,0.0,0
5283.0,9,0.0,0.5,,,0.0,0
5283.0,9,7.0,8.75,,,0.0,0
5283.0,0,14.0,,,,0.0,0
5283.0,0,24.0,24.0,,,0.0,0
5283.0,7,17.0,17.25,-1,,0.0,0
5283.0,4,21.0,21.0,",23.5",,17.01,0
3677.0,1,0.0,0.25,",0.5",0.5,11.66,1
3677.0,9,7.0,7.25,",7.5",7.5,17.19,1
3677.0,3,14.0,14.25,",14.25",14.25,11.1,1
3677.0,7,17.0,20.5,18.0,18.0,17.93,1
3677.0,5,21.0,21.0,",22.5",22.5,11.65,1
3677.0,5,24.0,24.25,",26.0",26.0,9.99,1
3678.0,5,0.0,0.5,",1.25",1.25,28.38,1
3678.0,5,7.0,7.5,",9.25",9.25,24.19,1
3678.0,3,14.0,14.5,",15.0",15.0,23.67,1
3678.0,3,17.0,,",18.0",18.0,24.41,1
3678.0,3,24.0,,",28.0",28.0,22.27,1
3680.0,4,0.0,,",0.5",0.5,26.8,1
3680.0,1,14.0,14.5,",14.5",14.5,20.26,1
3681.0,3,0.0,0.0,",2.75",2.75,12.5,1
3681.0,9,7.0,8.25,",11.5",11.5,11.71,1
3681.0,5,17.0,,",19.5",19.5,11.65,1
3681.0,1,21.0,22.75,",25.75",25.75,459.58,1
3681.0,0,24.0,24.0,",25.75",25.75,459.58,1
3682.0,3,0.0,,,,0.0,0
3682.0,6,7.0,8.0,",9.0,9.25,10.75,11.25,12.25",12.25,10.42,1
3682.0,2,17.0,,-1,,0.0,0
3682.0,0,21.0,21.5,",21.5,22.25,22.5,24.5,27.0,27.5",,16.060000000000002,0
3683.0,5,0.0,2.5,",2.5,3.5,4.5",4.5,101.66000000000001,1
3683.0,0,7.0,7.5,",7.75,8.0,9.0,13.0,13.25,13.75",,11.41,0
3683.0,8,14.0,14.0,",14.75,15.25,16.5,17.25,17.75",,12.85,0
3683.0,3,17.0,,",17.25,17.75,21.75",,10.42,0
3683.0,9,21.0,,",21.75",,4.71,0
3684.0,9,0.0,0.5,",0.5",0.5,40.28,1
3684.0,5,7.0,7.0,",9.75",9.75,23.94,1
3684.0,5,24.0,24.25,",28.25",28.25,15.8,1
3684.0,0,14.0,14.25,",15.0",,9.42,0
3684.0,0,21.0,21.25,",22.25",22.25,13.93,1
3685.0,4,0.0,4.25,",1.0,2.0",2.0,32.9,1
3685.0,0,7.0,7.0,",10.25",10.25,13.8,1
3685.0,9,14.0,15.0,,,0.0,0
3685.0,8,17.0,17.5,,,0.0,0
3685.0,6,21.0,21.5,",22.75",22.75,26.94,1
14798.0,1,0.0,0.25,,,0.0,0
14798.0,9,7.0,10.75,",10.75",10.75,12.5,1
14798.0,3,17.0,17.5,",17.75",17.75,21.77,1
